disease_name,disease_id,ontology_prefix,display_group,relation,evidence_score,evidence_count,number_of_pmids,number_of_snps,disease_specificity_index,disease_pleiotropy_index,year_initial,year_final,direct_sources
fibrosis,EFO_0006890,EFO,disease / other candidate,ASSOCIATED_WITH,0.11119927758910052,386,,,,,,,"[""OPEN_TARGETS""]"
thyroid disease,EFO_1000627,EFO,disease / other candidate,ASSOCIATED_WITH,0.11089188678764937,851,,,,,,,"[""OPEN_TARGETS""]"
thyroid neoplasm,EFO_0003841,EFO,disease / other candidate,ASSOCIATED_WITH,0.11084911452950003,651,,,,,,,"[""OPEN_TARGETS""]"
thyroid cancer,MONDO_0002108,MONDO,disease / other candidate,ASSOCIATED_WITH,0.11083008717239293,502,,,,,,,"[""OPEN_TARGETS""]"
pregnancy or perinatal disease,OTAR_0000014,OTAR,disease / other candidate,ASSOCIATED_WITH,0.11074624178973709,64,,,,,,,"[""OPEN_TARGETS""]"
pregnancy disorder,EFO_0009682,EFO,disease / other candidate,ASSOCIATED_WITH,0.11072368679484099,62,,,,,,,"[""OPEN_TARGETS""]"
obstetric disorder,MONDO_0700003,MONDO,disease / other candidate,ASSOCIATED_WITH,0.11072368679484099,62,,,,,,,"[""OPEN_TARGETS""]"
high grade malignant neoplasm,MONDO_0020665,MONDO,disease / other candidate,ASSOCIATED_WITH,0.11066017854413229,101,,,,,,,"[""OPEN_TARGETS""]"
neuroepithelial neoplasm,MONDO_0021193,MONDO,disease / other candidate,ASSOCIATED_WITH,0.11055236354661388,190,,,,,,,"[""OPEN_TARGETS""]"
glioma,EFO_0005543,EFO,disease / other candidate,ASSOCIATED_WITH,0.11040478186749647,157,,,,,,,"[""OPEN_TARGETS""]"
reproductive system neoplasm,EFO_1000051,EFO,disease / other candidate,ASSOCIATED_WITH,0.11033529014415848,395,,,,,,,"[""OPEN_TARGETS""]"
autoimmune disorder of musculoskeletal system,MONDO_0000589,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10998777441526841,49,,,,,,,"[""OPEN_TARGETS""]"
type 2 diabetes mellitus,MONDO_0005148,MONDO,disease / other candidate,ASSOCIATED_WITH,0.1099668266296309,122,,,,,,,"[""OPEN_TARGETS""]"
developmental defect during embryogenesis,MONDO_0019755,MONDO,disease / other candidate,ASSOCIATED_WITH,0.1098560545073029,137,,,,,,,"[""OPEN_TARGETS""]"
papillary thyroid carcinoma,EFO_0000641,EFO,disease / other candidate,ASSOCIATED_WITH,0.1098095383539373,191,,,,,,,"[""OPEN_TARGETS""]"
reproductive system cancer,MONDO_0002149,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10973827398534333,310,,,,,,,"[""OPEN_TARGETS""]"
bone marrow disorder,MONDO_0003225,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10960508432022445,107,,,,,,,"[""OPEN_TARGETS""]"
non-small cell lung carcinoma,EFO_0003060,EFO,disease / other candidate,ASSOCIATED_WITH,0.10945598252388855,93,,,,,,,"[""OPEN_TARGETS""]"
inherited neurodegenerative disorder,MONDO_0024237,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10895857612067937,108,,,,,,,"[""OPEN_TARGETS""]"
pancreatic neoplasm,EFO_0003860,EFO,disease / other candidate,ASSOCIATED_WITH,0.10877904298208808,71,,,,,,,"[""OPEN_TARGETS""]"
hypertension,EFO_0000537,EFO,disease / other candidate,ASSOCIATED_WITH,0.1087714524687477,112,,,,,,,"[""OPEN_TARGETS""]"
leukocyte disorder,MONDO_0004805,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10866301787913288,176,,,,,,,"[""OPEN_TARGETS""]"
respiratory tract infectious disorder,MONDO_0024355,MONDO,disease / other candidate,ASSOCIATED_WITH,0.1086188696804569,49,,,,,,,"[""OPEN_TARGETS""]"
lymphoid leukemia,EFO_0004289,EFO,disease / other candidate,ASSOCIATED_WITH,0.10857367733405973,43,,,,,,,"[""OPEN_TARGETS""]"
acute lymphoblastic leukemia,EFO_0000220,EFO,disease / other candidate,ASSOCIATED_WITH,0.1085383860303969,39,,,,,,,"[""OPEN_TARGETS""]"
neoplasm of immature B and T cells,EFO_0002425,EFO,disease / other candidate,ASSOCIATED_WITH,0.1085383860303969,39,,,,,,,"[""OPEN_TARGETS""]"
precursor lymphoblastic lymphoma/leukemia,EFO_0009119,EFO,disease / other candidate,ASSOCIATED_WITH,0.1085383860303969,39,,,,,,,"[""OPEN_TARGETS""]"
thyroid carcinoma,EFO_0002892,EFO,disease / other candidate,ASSOCIATED_WITH,0.10848181760207184,363,,,,,,,"[""OPEN_TARGETS""]"
tracheal disorder,MONDO_0002567,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10842974947924118,50,,,,,,,"[""OPEN_TARGETS""]"
chronic lung disease,EFO_0009910,EFO,disease / other candidate,ASSOCIATED_WITH,0.10842539130126354,47,,,,,,,"[""OPEN_TARGETS""]"
chronic obstructive pulmonary disease,EFO_0000341,EFO,disease / other candidate,ASSOCIATED_WITH,0.1084225032630309,46,,,,,,,"[""OPEN_TARGETS""]"
differentiated thyroid carcinoma,EFO_1002017,EFO,disease / other candidate,ASSOCIATED_WITH,0.10821310143367648,281,,,,,,,"[""OPEN_TARGETS""]"
thyroid gland adenocarcinoma,MONDO_0024622,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10820987167942991,266,,,,,,,"[""OPEN_TARGETS""]"
papillary epithelial neoplasm,MONDO_0021096,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10808159154370556,251,,,,,,,"[""OPEN_TARGETS""]"
papillary carcinoma,EFO_1000646,EFO,disease / other candidate,ASSOCIATED_WITH,0.10808080908343284,250,,,,,,,"[""OPEN_TARGETS""]"
papillary adenocarcinoma,MONDO_0002512,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10802585547193656,190,,,,,,,"[""OPEN_TARGETS""]"
astrocytoma,EFO_0000272,EFO,disease / other candidate,ASSOCIATED_WITH,0.10762657614065436,52,,,,,,,"[""OPEN_TARGETS""]"
myeloid hemopathy,MONDO_0015756,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10665722300429559,106,,,,,,,"[""OPEN_TARGETS""]"
stomach disease,EFO_0009608,EFO,disease / other candidate,ASSOCIATED_WITH,0.10648865112203505,113,,,,,,,"[""OPEN_TARGETS""]"
stomach neoplasm,EFO_0003897,EFO,disease / other candidate,ASSOCIATED_WITH,0.10646994061786025,107,,,,,,,"[""OPEN_TARGETS""]"
gastric cancer,MONDO_0001056,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10646081167952492,99,1,0,0.392,0.846,2006,2016,"[""OPEN_TARGETS"", ""DISGENET""]"
inflammatory skin disease,EFO_1000636,EFO,disease / other candidate,ASSOCIATED_WITH,0.10629232405116472,56,,,,,,,"[""OPEN_TARGETS""]"
psoriasis,EFO_0000676,EFO,disease / other candidate,ASSOCIATED_WITH,0.10614685538704725,34,,,,,,,"[""OPEN_TARGETS""]"
musculoskeletal system cancer,MONDO_0000637,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10612488414129324,146,,,,,,,"[""OPEN_TARGETS""]"
Malignant Bone Neoplasm,EFO_1000350,EFO,disease / other candidate,ASSOCIATED_WITH,0.10608394028614326,139,,,,,,,"[""OPEN_TARGETS""]"
astrocytic tumor,MONDO_0021636,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10602907552147713,91,,,,,,,"[""OPEN_TARGETS""]"
colorectal carcinoma,EFO_1001951,EFO,disease / other candidate,ASSOCIATED_WITH,0.10546107849181893,80,,,,,,,"[""OPEN_TARGETS""]"
developmental anomaly of metabolic origin,MONDO_0015327,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10529656309480157,31,,,,,,,"[""OPEN_TARGETS""]"
sarcoma,EFO_0000691,EFO,disease / other candidate,ASSOCIATED_WITH,0.10484260881077315,91,,,,,,,"[""OPEN_TARGETS""]"
nervous system cancer,EFO_0007392,EFO,disease / other candidate,ASSOCIATED_WITH,0.10466147191239537,116,,,,,,,"[""OPEN_TARGETS""]"
Rare genetic eye disease,Orphanet_101435,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.10462654353082348,45,,,,,,,"[""OPEN_TARGETS""]"
coronary artery disease,EFO_0001645,EFO,disease / other candidate,ASSOCIATED_WITH,0.10453986065653985,178,,,,,,,"[""OPEN_TARGETS""]"
central nervous system cancer,EFO_0000326,EFO,disease / other candidate,ASSOCIATED_WITH,0.10451233183651044,96,,,,,,,"[""OPEN_TARGETS""]"
colonic disorder,MONDO_0003409,MONDO,disease / other candidate,ASSOCIATED_WITH,0.1044898728315306,115,,,,,,,"[""OPEN_TARGETS""]"
hereditary dementia,MONDO_0015547,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10441382380995307,47,,,,,,,"[""OPEN_TARGETS""]"
malignant glioma,MONDO_0100342,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10431763660412728,86,,,,,,,"[""OPEN_TARGETS""]"
colitis,EFO_0003872,EFO,disease / other candidate,ASSOCIATED_WITH,0.1041119632451842,77,,,,,,,"[""OPEN_TARGETS""]"
gastroenteritis,EFO_1001463,EFO,disease / other candidate,ASSOCIATED_WITH,0.1041119632451842,77,,,,,,,"[""OPEN_TARGETS""]"
glioblastoma multiforme,EFO_0000519,EFO,disease / other candidate,ASSOCIATED_WITH,0.10387809431594941,31,,,,,,,"[""OPEN_TARGETS""]"
uterine disorder,MONDO_0002654,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10387660708607506,118,,,,,,,"[""OPEN_TARGETS""]"
high grade astrocytic tumor,MONDO_0016680,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10382993541754348,72,,,,,,,"[""OPEN_TARGETS""]"
breast disease,EFO_0009483,EFO,disease / other candidate,ASSOCIATED_WITH,0.10370626443750615,329,,,,,,,"[""OPEN_TARGETS""]"
breast neoplasm,EFO_0003869,EFO,disease / other candidate,ASSOCIATED_WITH,0.10370601944165145,325,,,,,,,"[""OPEN_TARGETS""]"
intrahepatic cholangiocarcinoma,EFO_1001961,EFO,disease / other candidate,ASSOCIATED_WITH,0.10362121348436075,16,,,,,,,"[""OPEN_TARGETS""]"
intrahepatic bile duct cancer,MONDO_0001487,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10362121348436075,16,,,,,,,"[""OPEN_TARGETS""]"
integumentary system cancer,MONDO_0000653,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10333982270784599,335,,,,,,,"[""OPEN_TARGETS""]"
breast cancer,MONDO_0007254,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10333590264913751,307,,,,,,,"[""OPEN_TARGETS""]"
prostate disease,EFO_0009602,EFO,disease / other candidate,ASSOCIATED_WITH,0.10275288610038917,175,,,,,,,"[""OPEN_TARGETS""]"
prostate neoplasm,MONDO_0021259,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10274482825956391,164,,,,,,,"[""OPEN_TARGETS""]"
posterior cortical atrophy,MONDO_0018899,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10270651406633137,31,,,,,,,"[""OPEN_TARGETS""]"
male reproductive system neoplasm,MONDO_0024582,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10257146866281242,152,,,,,,,"[""OPEN_TARGETS""]"
male reproductive organ cancer,EFO_0007355,EFO,disease / other candidate,ASSOCIATED_WITH,0.102570698251296,149,,,,,,,"[""OPEN_TARGETS""]"
prostate cancer,MONDO_0008315,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10256488748192598,148,,,,,,,"[""OPEN_TARGETS""]"
autoinflammatory syndrome,MONDO_0019751,MONDO,disease / other candidate,ASSOCIATED_WITH,0.1022494444970261,30,,,,,,,"[""OPEN_TARGETS""]"
post-infectious disorder,MONDO_0021669,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10219414436830922,52,,,,,,,"[""OPEN_TARGETS""]"
encephalomyelitis,EFO_0001423,EFO,disease / other candidate,ASSOCIATED_WITH,0.10210242337409536,58,,,,,,,"[""OPEN_TARGETS""]"
experimental autoimmune encephalomyelitis,EFO_0001066,EFO,disease / other candidate,ASSOCIATED_WITH,0.10197178690890916,45,,,,,,,"[""OPEN_TARGETS""]"
animal disease,EFO_0005932,EFO,disease / other candidate,ASSOCIATED_WITH,0.10197178690890916,45,,,,,,,"[""OPEN_TARGETS""]"
"nervous system disorder, non-human animal",MONDO_1011336,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10197178690890916,45,,,,,,,"[""OPEN_TARGETS""]"
neuropathy,EFO_0004149,EFO,disease / other candidate,ASSOCIATED_WITH,0.10151357589033082,75,,,,,,,"[""OPEN_TARGETS""]"
neuromuscular disease,EFO_1001902,EFO,disease / other candidate,ASSOCIATED_WITH,0.10151305501925191,74,,,,,,,"[""OPEN_TARGETS""]"
digestive system infectious disorder,MONDO_0043424,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10145756169545454,84,,,,,,,"[""OPEN_TARGETS""]"
hereditary neuromuscular disease,MONDO_0100546,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10143800555554847,53,,,,,,,"[""OPEN_TARGETS""]"
head and neck neoplasia,EFO_0005950,EFO,disease / other candidate,ASSOCIATED_WITH,0.10135631665899746,148,,,,,,,"[""OPEN_TARGETS""]"
preeclampsia,EFO_0000668,EFO,disease / other candidate,ASSOCIATED_WITH,0.10114941368995284,21,,,,,,,"[""OPEN_TARGETS""]"
"hypertension, pregnancy-induced",MONDO_0024664,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10114941368995284,21,,,,,,,"[""OPEN_TARGETS""]"
toxemia of pregnancy,MONDO_0045048,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10114941368995284,21,,,,,,,"[""OPEN_TARGETS""]"
cardiomyopathy,EFO_0000318,EFO,disease / other candidate,ASSOCIATED_WITH,0.10089781968294637,123,,,,,,,"[""OPEN_TARGETS""]"
DNA repair deficiency,EFO_0008499,EFO,disease / other candidate,ASSOCIATED_WITH,0.10064851594748464,9,,,,,,,"[""OPEN_TARGETS""]"
intrinsic cardiomyopathy,MONDO_0000591,MONDO,disease / other candidate,ASSOCIATED_WITH,0.10056842889439639,64,,,,,,,"[""OPEN_TARGETS""]"
virus associated tumor,MONDO_0017341,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09983890827342606,38,,,,,,,"[""OPEN_TARGETS""]"
Epstein-Barr virus-related tumor,MONDO_0017342,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09966194023547412,32,,,,,,,"[""OPEN_TARGETS""]"
movement disorder,EFO_0004280,EFO,disease / other candidate,ASSOCIATED_WITH,0.09965076447203115,77,,,,,,,"[""OPEN_TARGETS""]"
basal ganglia disease,EFO_0009533,EFO,disease / other candidate,ASSOCIATED_WITH,0.0995718401218549,36,,,,,,,"[""OPEN_TARGETS""]"
parkinsonian disorder,MONDO_0021095,MONDO,disease / other candidate,ASSOCIATED_WITH,0.0995718401218549,36,,,,,,,"[""OPEN_TARGETS""]"
Parkinson disease,MONDO_0005180,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09948303786558442,35,,,,,,,"[""OPEN_TARGETS""]"
lymphatic system disease,EFO_0007352,EFO,disease / other candidate,ASSOCIATED_WITH,0.09928920039422394,116,,,,,,,"[""OPEN_TARGETS""]"
lymphoid system disorder,MONDO_0044986,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09928920039422394,116,,,,,,,"[""OPEN_TARGETS""]"
immune system cancer,MONDO_0000621,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09917861812849656,176,,,,,,,"[""OPEN_TARGETS""]"
myeloid neoplasm,EFO_0002427,EFO,disease / other candidate,ASSOCIATED_WITH,0.09899336627637448,126,,,,,,,"[""OPEN_TARGETS""]"
gestational diabetes,EFO_0004593,EFO,disease / other candidate,ASSOCIATED_WITH,0.09898304050999387,16,,,,,,,"[""OPEN_TARGETS""]"
chronic myeloproliferative disorder,EFO_0002428,EFO,disease / other candidate,ASSOCIATED_WITH,0.09897550572467406,105,,,,,,,"[""OPEN_TARGETS""]"
bone marrow neoplasm,MONDO_0005374,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09897550572467406,105,,,,,,,"[""OPEN_TARGETS""]"
bone marrow cancer,MONDO_0021138,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09897550572467406,105,,,,,,,"[""OPEN_TARGETS""]"
endometrial disorder,MONDO_0000931,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09896493532011433,56,,,,,,,"[""OPEN_TARGETS""]"
myeloid leukemia,MONDO_0004643,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09891185436362537,100,,,,,,,"[""OPEN_TARGETS""]"
female reproductive system neoplasm,MONDO_0021148,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09876185180136812,178,,,,,,,"[""OPEN_TARGETS""]"
"Genital neoplasm, female",EFO_1001331,EFO,disease / other candidate,ASSOCIATED_WITH,0.09853124860186613,156,,,,,,,"[""OPEN_TARGETS""]"
precancerous condition,MONDO_0021074,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09838280243726809,28,,,,,,,"[""OPEN_TARGETS""]"
acute myeloid leukemia,EFO_0000222,EFO,disease / other candidate,ASSOCIATED_WITH,0.0981744147668301,77,,,,,,,"[""OPEN_TARGETS""]"
interstitial lung disease,EFO_0004244,EFO,disease / other candidate,ASSOCIATED_WITH,0.09809632406916062,155,,,,,,,"[""OPEN_TARGETS""]"
pulmonary fibrosis,EFO_0009448,EFO,disease / other candidate,ASSOCIATED_WITH,0.09802859093181775,137,,,,,,,"[""OPEN_TARGETS""]"
endometriosis,EFO_0001065,EFO,disease / other candidate,ASSOCIATED_WITH,0.09771746522463558,25,,,,,,,"[""OPEN_TARGETS""]"
head and neck malignant neoplasia,EFO_0006859,EFO,disease / other candidate,ASSOCIATED_WITH,0.09752083451562273,93,,,,,,,"[""OPEN_TARGETS""]"
head and neck carcinoma,MONDO_0002038,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09728416023744474,67,,,,,,,"[""OPEN_TARGETS""]"
idiopathic pulmonary fibrosis,EFO_0000768,EFO,disease / other candidate,ASSOCIATED_WITH,0.09701109518881544,50,,,,,,,"[""OPEN_TARGETS""]"
myocardial disorder,MONDO_0024643,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09651212850714212,321,,,,,,,"[""OPEN_TARGETS""]"
in situ carcinoma,MONDO_0004647,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09639253457715924,15,,,,,,,"[""OPEN_TARGETS""]"
hypertrophic cardiomyopathy,EFO_0000538,EFO,disease / other candidate,ASSOCIATED_WITH,0.09620819849949723,31,,,,,,,"[""OPEN_TARGETS""]"
myocardial infarction,EFO_0000612,EFO,disease / other candidate,ASSOCIATED_WITH,0.09620273223857889,234,1,0,0.392,0.846,2017,2019,"[""OPEN_TARGETS"", ""DISGENET""]"
muscular disease,EFO_0002970,EFO,disease / other candidate,ASSOCIATED_WITH,0.09607159685304661,71,,,,,,,"[""OPEN_TARGETS""]"
polycystic ovary syndrome,EFO_0000660,EFO,disease / other candidate,ASSOCIATED_WITH,0.09589250401952701,9,,,,,,,"[""OPEN_TARGETS""]"
corneal disease,EFO_0009464,EFO,disease / other candidate,ASSOCIATED_WITH,0.09579149794360542,24,,,,,,,"[""OPEN_TARGETS""]"
skeletal dysplasia,MONDO_0018230,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09561256945856791,70,,,,,,,"[""OPEN_TARGETS""]"
keratitis,EFO_0009449,EFO,disease / other candidate,ASSOCIATED_WITH,0.09549289102383296,14,,,,,,,"[""OPEN_TARGETS""]"
developmental disorder of mental health,EFO_0005548,EFO,disease / other candidate,ASSOCIATED_WITH,0.09543582777393804,23,,,,,,,"[""OPEN_TARGETS""]"
aortic disease,EFO_0005775,EFO,disease / other candidate,ASSOCIATED_WITH,0.09531395032280086,44,,,,,,,"[""OPEN_TARGETS""]"
heart valve disease,EFO_0009551,EFO,disease / other candidate,ASSOCIATED_WITH,0.0951966017229586,39,,,,,,,"[""OPEN_TARGETS""]"
B-cell neoplasm,MONDO_0004095,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09517497158021951,83,,,,,,,"[""OPEN_TARGETS""]"
aortic valve disease,EFO_0009531,EFO,disease / other candidate,ASSOCIATED_WITH,0.09513909595399901,34,,,,,,,"[""OPEN_TARGETS""]"
cardiac ventricle disorder,MONDO_0045001,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09513909595399901,34,,,,,,,"[""OPEN_TARGETS""]"
aortic stenosis,EFO_0000266,EFO,disease / other candidate,ASSOCIATED_WITH,0.09512079979730641,31,,,,,,,"[""OPEN_TARGETS""]"
breast carcinoma,EFO_0000305,EFO,disease / other candidate,ASSOCIATED_WITH,0.09495413219633574,98,,,,,,,"[""OPEN_TARGETS""]"
B-cell non-Hodgkins lymphoma,EFO_1001938,EFO,disease / other candidate,ASSOCIATED_WITH,0.09477187935201256,60,,,,,,,"[""OPEN_TARGETS""]"
chronic kidney disease,EFO_0003884,EFO,disease / other candidate,ASSOCIATED_WITH,0.09458017676874851,166,,,,,,,"[""OPEN_TARGETS""]"
ulcerative colitis,EFO_0000729,EFO,disease / other candidate,ASSOCIATED_WITH,0.094479881314265,38,,,,,,,"[""OPEN_TARGETS""]"
"injury, poisoning or other complication",OTAR_0000009,OTAR,disease / other candidate,ASSOCIATED_WITH,0.09433636703463337,71,,,,,,,"[""OPEN_TARGETS""]"
multiple congenital anomalies/dysmorphic syndrome,MONDO_0019042,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09405549191360714,76,,,,,,,"[""OPEN_TARGETS""]"
neurovascular disorder,MONDO_0043218,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09394042826166174,117,,,,,,,"[""OPEN_TARGETS""]"
achalasia-alacrima syndrome,MONDO_0800195,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09368201097409322,16,,,,,,,"[""OPEN_TARGETS""]"
acute myocardial infarction,EFO_0008583,EFO,disease / other candidate,ASSOCIATED_WITH,0.0936010886290159,80,,,,,,,"[""OPEN_TARGETS""]"
systemic scleroderma,EFO_0000717,EFO,disease / other candidate,ASSOCIATED_WITH,0.09326332192238843,32,,,,,,,"[""OPEN_TARGETS""]"
scleroderma,EFO_1001993,EFO,disease / other candidate,ASSOCIATED_WITH,0.09326332192238843,32,,,,,,,"[""OPEN_TARGETS""]"
Connective tissue disease with eye involvement,Orphanet_98702,Orphanet,disease / other candidate,ASSOCIATED_WITH,0.09326332192238843,32,,,,,,,"[""OPEN_TARGETS""]"
urinary system neoplasm,MONDO_0021066,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09317735495791728,199,,,,,,,"[""OPEN_TARGETS""]"
kidney neoplasm,EFO_0003865,EFO,disease / other candidate,ASSOCIATED_WITH,0.09299218008888846,137,,,,,,,"[""OPEN_TARGETS""]"
eye infectious disorder,MONDO_0043885,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09291030967557577,7,,,,,,,"[""OPEN_TARGETS""]"
endophthalmitis,MONDO_0016047,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09273374520463643,4,,,,,,,"[""OPEN_TARGETS""]"
corneal infection,MONDO_0023865,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09273374520463643,4,,,,,,,"[""OPEN_TARGETS""]"
fungal infection of eye,MONDO_0020944,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09264135024096526,3,,,,,,,"[""OPEN_TARGETS""]"
arterial occlusive disease,EFO_0009085,EFO,disease / other candidate,ASSOCIATED_WITH,0.09254843340846926,186,,,,,,,"[""OPEN_TARGETS""]"
arteriosclerosis,EFO_0009086,EFO,disease / other candidate,ASSOCIATED_WITH,0.09254843340846926,186,,,,,,,"[""OPEN_TARGETS""]"
atherosclerosis,EFO_0003914,EFO,disease / other candidate,ASSOCIATED_WITH,0.09254839067753451,185,,,,,,,"[""OPEN_TARGETS""]"
arteriosclerosis disorder,MONDO_0002277,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09254839067753451,185,,,,,,,"[""OPEN_TARGETS""]"
inborn error of immunity,MONDO_0003778,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09250734986084991,140,,,,,,,"[""OPEN_TARGETS""]"
immune deficiency disease,MONDO_0009453,MONDO,disease / other candidate,ASSOCIATED_WITH,0.09250734986084991,140,,,,,,,"[""OPEN_TARGETS""]"
